Q1 Model  1- 2018 only,,,
,Chisq,Df,Pr(>Chisq)
City_dist,6.25575,1,0.012379083
,x,,
R2m,0.029571506,,
R2c,0.353194004,,
AIC:  3221.014,,,
,,,
Q1 Model  2- 2019 only,,,
,Chisq,Df,Pr(>Chisq)
City_dist,21.59229613,1,3.37E-06
,x,,
R2m,0.061815389,,
R2c,0.351400682,,
AIC:  5300.339,,,
,,,
Q2 Model  1,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.727024895,1,0.393849239
as.factor(Year),91.7344252,1,9.91E-22
Transect_ID,1.18950726,1,0.27542897
City_dist:as.factor(Year),10.35016416,1,0.001294632
City_dist:Transect_ID,0.062962614,1,0.801873238
as.factor(Year):Transect_ID,5.186399963,1,0.022764325
City_dist:as.factor(Year):Transect_ID,4.658377302,1,0.030902383
,x,,
R2m,0.061970969,,
R2c,0.247886955,,
AIC:  5030.18,,,
,,,
Q2 Model  2,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.770183356,1,0.380160336
as.factor(Year),91.97572858,1,8.77E-22
Transect_ID,1.224343999,1,0.268509822
as.factor(Year):Transect_ID,5.357342454,1,0.020635196
as.factor(Year):City_dist,10.54340737,1,0.001166033
,x,,
R2m,0.056710588,,
R2c,0.241887446,,
AIC:  5030.841,,,
,,,
Q2 Model  3,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.770183356,1,0.380160336
as.factor(Year),91.97572858,1,8.77E-22
Transect_ID,1.224343999,1,0.268509822
as.factor(Year):Transect_ID,5.357342454,1,0.020635196
as.factor(Year):City_dist,10.54340737,1,0.001166033
,x,,
R2m,0.056710588,,
R2c,0.241887446,,
AIC:  5030.841,,,
,,,
Q2 Model  4,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.45427978,1,0.500309531
as.factor(Year),91.93138601,1,8.97E-22
Transect_ID,1.253147275,1,0.262952215
City_dist:Transect_ID,0.136466845,1,0.711819022
City_dist:as.factor(Year),15.44392594,1,8.50E-05
,x,,
R2m,0.058145199,,
R2c,0.243524223,,
AIC:  5035.927,,,
,,,
Q2 Model  5,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.816855698,1,0.366101093
as.factor(Year),92.20684258,1,7.81E-22
Transect_ID,2.133415942,1,0.14411927
City_dist:Transect_ID,0.115397999,1,0.734080345
Transect_ID:as.factor(Year),10.31732619,1,0.001317871
,x,,
R2m,0.056339833,,
R2c,0.238612764,,
AIC:  5041.083,,,
,,,
Q2 Model  6,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.450800232,1,0.501955182
as.factor(Year),93.1826717,1,4.77E-22
Transect_ID,1.252852376,1,0.263008388
City_dist:as.factor(Year),15.54046312,1,8.08E-05
,x,,
R2m,0.056371022,,
R2c,0.242017962,,
AIC:  5034.063,,,
,,,
Q2 Model  7,,,
,Chisq,Df,Pr(>Chisq)
City_dist,0.816283676,1,0.366268977
as.factor(Year),93.48428025,1,4.09E-22
Transect_ID,2.130981428,1,0.144348308
as.factor(Year):Transect_ID,10.43641,1,0.001235552
,x,,
R2m,0.05487684,,
R2c,0.237458004,,
AIC:  5039.198,,,
